player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit
Patrik Laine,F,WPG,2016-17,18,7,Entry-Level,925000,R,9,5,0,0,73,0.09000000000000002,-0.020000000000000018,-0.13,0.010000000000000009,93,27,13,6,-86,7,-12,-2,0,140,11,78457,62947,57,10813,204,130,0,50,36,21,0,5,80,76,0,1,43,40,0,2,55,46,0,8,14,2,0,4,7,1,0,2,0,0,0,0,3,2,0,0,33,31,0,0,28,19,0,3,-4,2,0,-2,73000000,0.0127
Dylan Larkin,F,DET,2016-17,19,-28,Entry-Level,925000,L,5,2,1,0,80,0.06000000000000005,0,-0.07,-0.050000000000000044,62,-20,6,-2,-44,-19,-1,-2,-2,89,6,77534,64648,1482,8634,178,122,2,32,17,9,1,5,67,61,2,1,49,44,1,0,51,42,0,8,15,7,0,3,6,2,0,2,196,171,6,10,236,205,9,4,22,21,0,0,15,12,0,2,22,22,0,-2,73000000,0.0127
Joel Armia,F,WPG,2016-17,23,-8,Standard (1-way),925000,R,0,2,4,0,57,-0.08000000000000002,-0.040000000000000036,-0.03,-0.050000000000000044,-120,-17,-13,-10,-60,-9,-6,-8,-8,26,1,51769,41828,6043,2943,111,97,9,5,10,6,4,0,68,60,7,1,42,29,12,1,19,17,1,1,14,10,2,0,3,2,1,0,3,1,2,0,4,0,2,1,30,20,0,4,9,7,0,1,8,12,-2,-2,73000000,0.0127
Andrew Copp,F,WPG,2016-17,21,8,Entry-Level,925000,L,0,0,1,0,64,-0.06,0,-0.009999999999999995,0.10000000000000009,-38,-4,-3,-3,12,5,3,0,-11,9,0,47397,40274,5336,557,77,68,7,0,9,8,1,0,87,83,3,0,20,14,6,0,16,13,2,1,6,5,0,0,0,0,0,0,95,69,19,4,97,63,3,10,28,17,0,6,8,7,0,0,-10,-8,-2,0,73000000,0.0127
Mark Jankowski,F,CGY,2016-17,21,0,Entry-Level,925000,L,0,0,0,0,1,-0.010000000000000009,-0.09000000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,618,606,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Alexander Wennberg,F,CBJ,2016-17,21,9,Entry-Level,925000,L,2,19,0,0,80,0.09000000000000008,0.010000000000000009,-0.020000000000000004,0.020000000000000018,210,40,29,15,50,8,-5,-3,-2,163,31,88212,68151,2721,11963,109,76,1,17,13,8,0,1,58,55,0,2,44,36,2,0,31,22,0,6,12,6,0,2,4,1,0,1,609,503,4,56,676,543,50,12,56,50,2,1,46,21,0,21,16,14,0,0,73000000,0.0127
Paul LaDue,D,L.A,2016-17,23,-5,Entry-Level,925000,R,0,4,0,0,22,0.04999999999999993,0.019999999999999907,-0.07,-0.09999999999999998,47,0,9,3,28,-1,8,3,-1,22,6,20335,17819,200,1915,27,22,0,5,0,0,0,0,17,16,0,0,3,3,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,8,4,0,4,0,0,0,0,73000000,0.0127
Nick Schmaltz,F,CHI,2016-17,20,10,Entry-Level,925000,R,0,2,0,0,61,0.020000000000000018,-0.010000000000000009,-0.04,-0.039999999999999925,3,16,4,5,-17,10,-4,3,0,22,4,48536,43901,55,3580,66,59,0,5,6,6,0,0,20,18,0,2,46,45,0,0,22,20,0,2,6,4,0,0,1,1,0,0,84,75,0,9,188,174,0,0,27,27,0,0,22,19,0,2,6,6,0,0,73000000,0.0127
Griffen Molino,F,VAN,2016-17,22,-2,Entry-Level,925000,L,0,0,0,0,5,-0.16999999999999998,-0.13000000000000006,0,0,-15,-2,-3,-2,-15,-2,-3,-2,0,0,0,3176,3176,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,73000000,0.0127
Auston Matthews,F,TOR,2016-17,18,2,Entry-Level,925000,L,8,13,0,0,82,0.09999999999999998,0.010000000000000009,0.92,-0.010000000000000009,204,31,40,28,26,3,0,4,0,137,23,86745,71309,52,11172,279,217,0,41,40,30,0,7,21,20,0,1,76,65,0,2,44,38,0,4,40,27,0,9,18,9,0,6,530,440,0,58,602,516,10,2,61,57,0,0,29,12,0,10,30,24,0,0,73000000,0.0127
Anton Slepyshev,F,EDM,2016-17,22,5,Entry-Level,925000,R,0,0,0,0,41,-0.02999999999999997,-0.02999999999999997,-0.15,-0.1399999999999999,-35,5,-4,1,-35,5,-4,1,0,3,0,27342,26871,29,228,55,55,0,0,4,4,0,0,64,64,0,0,19,19,0,0,14,14,0,0,1,1,0,0,0,0,0,0,2,2,0,0,3,3,0,0,15,15,0,0,6,6,0,0,0,-2,0,0,73000000,0.0127
Rob O'Gara,D,BOS,2016-17,22,1,Entry-Level,925000,L,0,0,0,0,3,-0.16000000000000003,-0.12000000000000005,0,0,-11,1,-1,1,-5,1,1,1,0,0,0,2882,2488,321,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Noah Hanifin,D,CAR,2016-17,19,-19,Entry-Level,925000,L,2,9,0,0,81,0.040000000000000036,0,0.18000000000000002,-0.05999999999999994,120,-2,-3,6,2,-10,-6,-1,0,115,12,87092,74691,146,9517,108,76,0,24,4,1,0,2,57,56,0,1,42,37,0,4,53,39,0,12,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,73,64,1,0,25,14,0,8,-18,-16,0,-2,73000000,0.0127
Mikhail Sergachev,D,MTL,2016-17,18,1,Entry-Level,925000,L,0,0,0,0,4,-0.07,-0.08000000000000002,0,-0.07999999999999996,-15,1,0,0,-15,1,-1,0,0,0,0,2910,2795,0,83,2,2,0,0,0,0,0,0,10,10,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Matthew Tkachuk,F,CGY,2016-17,18,14,Entry-Level,925000,L,3,10,0,0,76,0.13,0.08000000000000007,-0.14,-0.030000000000000027,239,34,32,21,135,13,5,5,0,105,19,66854,55927,62,8938,142,115,0,26,13,9,0,3,65,63,0,1,40,39,0,1,27,22,0,4,19,14,0,4,4,2,0,1,8,8,0,0,15,14,0,0,22,20,0,0,35,23,0,10,20,22,0,-2,73000000,0.0127
Aaron Ekblad,D,FLA,2016-17,20,-23,Entry-Level,925000,R,4,4,1,0,67,0.07999999999999996,0.020000000000000018,0.07,0.040000000000000036,173,-7,2,-2,35,-15,-8,-3,-3,162,16,86116,68915,3004,10449,224,145,3,61,9,3,1,4,87,80,1,2,25,22,1,1,58,48,2,4,7,3,0,4,3,2,0,1,0,0,0,0,0,0,0,0,62,55,0,4,11,7,0,4,-24,-24,-4,4,73000000,0.0127
Nikita Zaitsev,D,TOR,2016-17,24,-22,Entry-Level,925000,R,1,11,0,1,82,0,-0.020000000000000018,-0.020000000000000004,0.030000000000000027,-52,-11,-25,-4,-63,-14,-14,-3,-12,130,19,108332,86951,7956,9264,106,75,2,17,4,2,0,0,176,166,6,1,33,27,3,2,58,42,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,106,2,17,32,18,1,9,-16,-20,2,0,73000000,0.0127
Brock Boeser,F,VAN,2016-17,19,0,Entry-Level,925000,R,2,0,0,0,9,0.09999999999999998,0.06000000000000005,0,0,23,2,4,0,6,0,3,-1,0,16,2,8755,7619,0,954,25,18,0,6,4,2,0,2,5,5,0,0,1,1,0,0,4,4,0,0,5,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73000000,0.0127
Shayne Gostisbehere,D,PHI,2016-17,23,-21,Entry-Level,925000,L,2,21,0,0,76,0.15000000000000002,0.020000000000000018,0.26,0.06000000000000005,351,22,44,15,25,-19,-18,-6,0,263,36,89287,69309,302,16049,198,116,1,56,7,3,0,2,43,37,0,6,18,15,0,2,70,49,0,16,9,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,94,78,0,1,32,6,0,21,6,6,0,-2,73000000,0.0127
Mike Reilly,D,MIN,2016-17,22,1,Entry-Level,925000,L,0,0,0,0,17,0.08000000000000007,0.020000000000000018,-0.15,-0.05999999999999994,19,1,2,1,7,1,3,1,0,12,0,12629,11166,23,1231,19,18,0,1,1,1,0,0,2,2,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,2,2,0,0,73000000,0.0127
David Pastrnak,F,BOS,2016-17,20,11,Entry-Level,925000,R,11,15,0,0,75,0.13,0.039999999999999925,-0.17,0.020000000000000018,384,48,62,29,163,11,19,9,0,176,32,80860,65194,68,10942,262,173,0,60,34,18,0,10,72,67,0,3,50,47,0,1,65,50,0,14,39,21,0,12,15,5,0,7,2,2,0,0,1,1,0,0,32,32,0,0,36,20,0,14,38,34,0,-2,73000000,0.0127
Miles Wood,F,N.J,2016-17,20,-21,Entry-Level,925000,L,2,2,0,0,60,0.009999999999999953,-0.08000000000000002,0,0,-34,-11,4,3,-95,-13,6,1,0,67,8,46269,40225,31,4734,105,87,0,14,8,6,0,2,68,61,1,5,16,14,0,1,14,14,0,0,12,9,0,3,4,2,0,2,1,1,0,0,1,1,0,0,26,24,0,0,9,7,0,2,-4,-2,0,-2,73000000,0.0127
C.J. Smith,F,BUF,2016-17,21,-1,Entry-Level,925000,L,0,0,0,0,2,-0.10000000000000003,-0.13,0,-0.5,-7,-1,0,0,-9,-1,0,0,0,0,0,1384,1301,0,37,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73000000,0.0127
Hudson Fasching,F,BUF,2016-17,20,-1,Entry-Level,925000,R,0,0,0,0,10,0.02999999999999997,0.04999999999999999,-0.13,0.06999999999999995,-10,-1,-1,-1,-11,-1,-1,-1,0,3,0,6245,5827,313,102,6,6,0,0,0,0,0,0,17,17,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,2,2,0,0,73000000,0.0127
Brady Skjei,D,NYR,2016-17,22,11,Entry-Level,925000,L,0,7,0,0,79,0.06000000000000005,0.040000000000000036,0.03999999999999998,-0.020000000000000018,50,24,16,6,-7,12,6,-3,-1,65,12,82766,71781,1420,6337,125,101,0,13,5,5,0,0,147,138,4,2,16,13,0,1,49,42,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,68,55,3,2,34,23,0,6,-16,-16,0,0,73000000,0.0127
Jimmy Vesey,F,NYR,2016-17,23,-13,Entry-Level,925000,L,5,3,0,0,79,0,-0.03999999999999998,-0.18,-0.010000000000000009,-42,-1,-3,-1,-114,-11,-16,-10,-1,71,13,64625,56459,28,7130,113,96,0,14,16,11,0,5,63,61,0,2,43,42,0,1,34,29,0,5,21,12,0,9,7,2,0,5,2,2,0,0,5,4,0,0,35,34,0,0,10,7,0,3,16,16,0,-2,73000000,0.0127
Marko Dano,F,WPG,2016-17,21,0,Entry-Level,925000,L,2,0,0,0,38,0.050000000000000044,-0.010000000000000009,-0.04,-0.010000000000000009,29,6,7,0,-3,2,1,-2,0,34,5,24361,20765,76,3069,44,36,0,7,4,2,0,2,83,79,0,4,18,16,0,1,10,9,0,1,5,2,0,3,1,0,0,1,1,1,0,0,3,3,0,0,14,14,0,0,7,7,0,0,8,6,0,-2,73000000,0.0127
Ian McCoshen,D,FLA,2016-17,20,0,Entry-Level,925000,L,0,0,0,0,3,0.040000000000000036,0.06,0,0,-3,0,1,0,-3,0,1,0,0,0,0,2386,2386,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,73000000,0.0127
Troy Stecher,D,VAN,2016-17,22,-16,Entry-Level,925000,R,1,7,0,0,71,0.10000000000000003,0.010000000000000009,-0.06,0.050000000000000044,40,0,-4,-3,-106,-7,-12,-4,-1,113,12,85110,71297,257,10895,125,84,0,29,3,0,0,1,51,50,1,0,26,22,0,1,33,27,0,3,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,66,64,0,0,21,13,0,4,3,3,0,-2,73000000,0.0127
Michael Kapla,D,N.J,2016-17,21,-1,Entry-Level,925000,L,0,0,0,0,5,-0.030000000000000027,-0.029999999999999916,-0.1,-0.21999999999999997,-3,-2,-3,-2,3,-1,-1,-1,-1,0,0,5232,4689,109,280,4,4,0,0,0,0,0,0,5,4,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Nicolas Kerdiles,F,ANA,2016-17,22,1,Entry-Level,925000,L,0,0,0,0,1,-0.07,-0.07,0,0,-2,1,0,0,-2,1,0,0,0,0,0,668,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Joonas Donskoi,F,S.J,2016-17,24,-5,Entry-Level,925000,R,1,4,0,0,60,0.06999999999999995,0.030000000000000027,-0.11,-0.010000000000000009,110,0,10,2,44,-5,1,-1,0,65,4,49791,43840,22,4963,95,76,0,16,6,5,0,1,27,26,0,1,30,27,0,0,34,26,0,6,13,10,0,1,2,2,0,0,8,5,0,2,8,5,0,0,27,24,0,0,11,7,0,3,20,20,0,-2,73000000,0.0127
Sam Bennett,F,CGY,2016-17,20,-16,Entry-Level,925000,L,5,0,0,1,81,-0.020000000000000018,-0.020000000000000018,-0.009999999999999981,-0.010000000000000009,-41,-12,4,5,-28,-17,-1,-2,-4,45,8,72839,59629,5116,5518,122,106,2,8,13,8,0,4,127,119,3,3,43,35,6,1,25,21,1,3,18,13,1,3,6,2,0,3,374,332,21,7,437,385,9,20,46,37,0,4,13,12,1,0,-20,-20,0,0,73000000,0.0127
J.T. Compher,F,COL,2016-17,21,0,Entry-Level,925000,R,1,0,0,0,21,-0.010000000000000009,-0.050000000000000044,0.08,0.020000000000000018,-14,0,-2,-2,-21,-2,-2,-1,-2,17,4,18811,15421,1044,2178,30,26,0,2,3,2,0,1,11,10,1,0,6,5,0,0,8,5,2,1,2,1,0,1,1,0,0,1,78,71,5,2,86,78,1,7,21,19,1,1,2,2,0,0,6,2,0,2,73000000,0.0127
Tyler Motte,F,CHI,2016-17,21,2,Entry-Level,925000,L,0,0,0,0,33,-0.14,-0.08000000000000002,-0.049999999999999996,-0.82,-80,-6,-8,-4,-44,2,0,2,-8,0,0,22546,19618,2170,179,46,46,0,0,4,4,0,0,27,26,1,0,13,11,2,0,4,2,2,0,3,3,0,0,2,2,0,0,4,3,1,0,6,2,1,1,24,20,0,1,3,3,0,0,-4,-6,0,4,73000000,0.0127
Pavel Buchnevich,F,NYR,2016-17,21,6,Entry-Level,925000,L,1,3,0,0,41,0.08000000000000007,0.030000000000000027,-0.04,-0.010000000000000009,34,14,19,8,-13,6,5,0,0,43,7,32616,27204,13,4485,55,39,0,15,8,6,0,1,17,16,0,0,11,11,0,0,22,18,0,4,8,4,0,3,5,3,0,1,1,0,0,1,6,6,0,0,8,8,0,0,12,10,0,2,2,2,0,0,73000000,0.0127
Colin White,F,OTT,2016-17,19,0,Entry-Level,925000,R,0,0,0,0,2,-0.05999999999999994,-0.16999999999999998,0,0,0,0,-2,-1,-2,1,-1,0,0,3,0,1645,1417,0,201,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,14,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Connor McDavid,F,EDM,2016-17,19,27,Entry-Level,925000,L,4,27,2,1,81,0.11999999999999994,0.050000000000000044,-0.020000000000000004,-0.039999999999999925,295,61,64,25,111,31,29,5,-5,191,33,102604,79925,3595,13528,248,189,3,32,29,21,1,3,34,31,1,1,75,58,8,3,54,39,3,9,29,21,0,2,7,3,0,1,346,316,11,7,448,404,10,15,29,20,0,5,70,42,1,20,82,78,0,2,73000000,0.0127
John Hayden,F,CHI,2016-17,21,3,Entry-Level,925000,R,0,0,0,0,12,0.030000000000000027,0.010000000000000009,0,-0.38,1,3,4,0,3,3,4,0,0,-2,0,8413,8192,0,194,22,21,0,0,1,1,0,0,44,42,0,2,5,5,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,4,4,0,0,73000000,0.0127
Sebastian Aho,F,CAR,2016-17,18,-1,Entry-Level,925000,L,6,11,1,1,82,0.08999999999999997,0.020000000000000018,0.07999999999999999,0.030000000000000027,204,18,47,15,56,-1,21,1,0,143,20,82591,68038,1001,10296,214,167,3,34,24,14,1,6,51,48,0,2,40,35,0,2,57,46,0,9,30,22,1,4,11,6,1,2,17,16,0,0,18,13,0,0,14,14,0,0,25,13,0,10,18,14,-2,2,73000000,0.0127
Steven Santini,D,N.J,2016-17,21,-6,Entry-Level,925000,R,0,0,0,0,38,-0.03999999999999998,0,0,0.10999999999999999,-65,-10,-3,-1,-21,-7,8,1,-3,1,0,36670,33164,2927,94,46,42,1,0,2,2,0,0,83,75,7,1,1,1,0,0,11,10,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35,32,0,1,5,5,0,0,-10,-8,-2,0,73000000,0.0127
Alexander Nylander,F,BUF,2016-17,18,-2,Entry-Level,925000,R,0,0,0,0,4,0.04999999999999999,0.030000000000000027,0,-0.39,-13,-2,-2,-1,-11,-1,-1,0,0,-2,-1,2959,2773,0,186,4,4,0,0,0,0,0,0,1,1,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,73000000,0.0127
Kalle Kossila,F,ANA,2016-17,23,0,Entry-Level,925000,L,0,0,0,0,1,0.22999999999999998,0.20000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,414,414,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Rocco Grimaldi,F,COL,2016-17,23,-3,Entry-Level,925000,R,0,0,0,0,4,-0.10000000000000003,-0.10000000000000003,0,0,-4,-3,0,-1,-6,-3,0,-1,0,0,0,2640,2630,0,0,11,11,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,4,4,0,0,73000000,0.0127
Gabriel Carlsson,D,CBJ,2016-17,19,-2,Entry-Level,925000,L,0,0,0,0,2,0.12000000000000005,0.08000000000000002,0.87,0,7,-2,3,0,6,-2,3,0,0,0,0,2055,1910,44,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,73000000,0.0127
Kyle Connor,F,WPG,2016-17,19,-7,Entry-Level,925000,L,0,2,0,0,20,0.040000000000000036,-0.03999999999999998,0,0.12,14,-5,1,0,-16,-7,-4,-1,0,32,2,14665,12795,0,1600,24,19,0,5,2,2,0,0,1,0,0,1,11,11,0,0,5,5,0,0,2,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,8,8,0,0,3,1,0,2,3,3,0,0,73000000,0.0127
Alex Tuch,F,MIN,2016-17,20,-3,Entry-Level,925000,R,0,0,0,0,6,0.020000000000000018,0.04999999999999999,0,0,-1,-3,2,-1,-1,-3,2,-1,0,0,0,3853,3853,0,0,8,8,0,0,0,0,0,0,5,5,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,73000000,0.0127
Jamie Oleksiak,D,DAL,2016-17,23,-4,Standard (1-way),918750,L,0,0,0,1,41,-0.040000000000000036,-0.010000000000000009,0.020000000000000018,-0.13,-5,-11,-16,-8,31,-2,-9,-3,-5,0,-1,39878,35627,2891,227,33,30,0,0,5,4,0,0,51,51,0,0,13,13,0,0,27,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,0,1,2,1,1,0,-10,-10,0,0,73000000,0.0126
Clayton Keller,F,ARI,2016-17,17,-3,Entry-Level,916667,L,0,1,0,0,3,-0.06,-0.12,0,-0.29000000000000004,-15,-2,-2,-1,-16,-3,-2,-1,0,1,1,2280,1970,0,309,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,73000000,0.0126
Jakob Forsbacka Karlsson,F,BOS,2016-17,19,0,Entry-Level,916667,R,0,0,0,0,1,0.10999999999999999,0.09999999999999998,0,0,1,0,0,0,1,0,0,0,0,0,0,505,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,73000000,0.0126
Tyson Jost,F,COL,2016-17,18,-5,Entry-Level,916667,L,0,0,0,0,6,-0.07000000000000006,-0.09999999999999998,-0.03,-0.06000000000000005,-4,-6,-2,-1,-7,-5,-1,-1,-1,5,0,5643,4593,338,521,9,8,0,1,1,1,0,0,3,3,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,28,26,2,0,42,39,2,1,3,3,0,0,0,0,0,0,4,4,0,0,73000000,0.0126
Phillip Danault,F,MTL,2016-17,23,5,Standard (1-way),912500,L,0,2,0,1,82,0.040000000000000036,0.050000000000000044,0.01999999999999999,-0.010000000000000009,79,-2,2,4,108,8,8,8,-11,27,2,76662,66306,5338,3022,133,126,4,1,13,12,0,0,76,71,1,2,49,42,6,1,36,31,4,0,11,11,0,0,4,4,0,0,533,457,34,21,498,420,17,15,52,40,0,3,27,21,1,2,-16,-12,-2,-2,73000000,0.0125
Andrej Nestrasil,F,CAR,2016-17,25,-3,Standard (1-way),912500,L,0,0,0,0,19,0.010000000000000009,-0.020000000000000018,0,-0.029999999999999916,25,-3,3,0,14,-2,3,0,0,5,0,12430,11585,0,592,27,25,0,2,1,1,0,0,10,8,0,1,11,11,0,0,8,7,0,0,3,3,0,0,1,1,0,0,3,2,0,1,7,7,0,0,6,5,0,0,4,4,0,0,-2,-2,0,0,73000000,0.0125
Zach Hyman,F,TOR,2016-17,24,2,Entry-Level,900000,R,0,0,4,0,82,-0.07,0.020000000000000018,-0.009999999999999995,0.06000000000000005,-152,-25,-37,-15,25,0,-4,2,-22,9,1,82149,65963,13289,689,156,135,18,0,10,6,4,0,109,97,8,1,42,28,13,0,25,20,5,0,14,11,3,0,2,1,1,0,11,2,6,0,18,4,0,1,43,25,0,6,18,18,0,0,24,26,-6,2,73000000,0.0123
Scottie Upshall,F,STL,2016-17,32,-1,Standard (1-way),900000,L,0,0,2,0,73,-0.12,-0.06,-0.05,-0.62,-126,-10,-15,0,-41,-5,-12,-1,-7,-1,0,48107,39907,7490,284,86,81,3,0,10,6,2,0,99,96,3,0,16,12,4,0,18,16,2,0,9,5,2,0,5,1,2,0,3,1,2,0,9,3,0,2,21,13,0,4,8,8,0,0,-12,-16,-6,0,73000000,0.0123
Jyrki Jokipakka,D,OTT,2016-17,24,-4,Standard (1-way),900000,L,0,0,0,0,41,-0.07,-0.07,-0.039999999999999994,-0.030000000000000027,-41,-4,-13,-1,-37,-4,-14,-1,0,3,0,35482,33928,329,216,29,28,0,0,1,1,0,0,31,30,1,0,6,6,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,5,5,0,0,0,0,0,0,73000000,0.0123
Patrik Nemeth,D,DAL,2016-17,24,-4,Standard (1-way),900000,L,0,0,0,0,40,-0.040000000000000036,0.010000000000000009,-0.03,-0.08999999999999997,-26,-12,-8,-7,15,-3,3,-2,-8,2,1,37869,34946,2293,83,46,45,0,0,0,0,0,0,45,43,2,0,10,10,0,0,18,17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,44,0,0,3,3,0,0,-6,-8,-2,0,73000000,0.0123
Jared Boll,F,ANA,2016-17,30,-3,Standard (1-way),900000,R,0,0,0,0,51,-0.10999999999999999,-0.12,0,0.19999999999999996,-67,-3,-7,2,-68,-3,-6,2,0,1,0,17793,17642,0,90,13,13,0,0,0,0,0,0,68,68,0,0,2,2,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,13,0,0,3,3,0,0,2,2,0,0,73000000,0.0123
Matt Puempel,F,NYR,2016-17,23,-11,Standard (2-way),900000,L,3,0,0,0,40,0.020000000000000018,0.010000000000000009,-0.29,0.06999999999999995,24,-8,-3,-2,11,-9,-5,-4,0,15,3,23145,21067,23,1589,44,40,0,4,6,3,0,3,28,28,0,0,8,8,0,0,6,5,0,1,5,2,0,3,3,0,0,3,0,0,0,0,1,1,0,0,12,12,0,0,3,3,0,0,6,6,0,0,73000000,0.0123
